DATE,AED,AUD,BHD,BND,BRL,BWP,CAD,CHF,CLP,CNY,COP,CRC,CZK,DKK,DZD,EUR,GBP,HKD,HUF,IDR,ILS,INR,IRR,ISK,JPY,KRW,KWD,KZT,LKR,LVL,LYD,MUR,MXN,MYR,NOK,NPR,NZD,OMR,PEN,PHP,PKR,PLN,QAR,RUB,SAR,SEK,SGD,THB,TND,TRL,TTD,TWD,USD,UYU,VES,XDR,ZAR
1987-09,,1.375916911733069,,,2.157969e-8,,1.3154476190476192,1.5029142857142856,225.15,3.731399999999999,252.842,64.3083,,6.989357142857144,,0.8735,0.608072253820143,7.8034952380952385,47.5169,1645.54,1.597705,12.993333333333334,,38.83955,143.29095238095238,810.0761904761904,,,29.902180952380956,,,,1.5381,2.5188809523809526,6.650476190476191,,1.5790634191920965,,,,,0.028929,,,,6.3843571428571435,2.092442857142857,25.765238095238097,,0.0009101387,,30.150952380952372,1,,,0.7744772,2.0460954545454544
1987-10,,1.4068306943306919,,,2.311207e-8,,1.3097380952380953,1.494,229.27,3.731399999999999,255.851,65.5629,,6.926214285714286,,0.8686,0.6018990106068765,7.807680952380953,47.4854,1649.3,1.595579,13.042857142857144,,38.675,143.32,808.4714285714286,,,30.34714285714285,,,,1.61481,2.530842857142857,6.631119047619047,,1.5637706088543357,,,,,0.029725,,,,6.35604761904762,2.0891428571428574,25.783333333333335,,0.0009443857,,30.036111111111097,1,,,0.7719909,2.0501045454545457
1987-11,,1.4580270631968875,,,2.565752e-8,,1.3166842105263157,1.3825157894736844,233.83,3.7313999999999994,258.741,66.8833,,6.49621052631579,,0.8147,0.5633427858706757,7.7968052631578955,47.1171,1648.25,1.568324,12.972105263157893,,37.11667,135.39736842105265,802.3052631578947,,,30.51881578947368,,,,1.949526,2.498947368421053,6.423342105263157,,1.615577837116139,,,,,0.031,,,,6.074394736842104,2.044363157894737,25.49526315789474,,0.0009543357,,29.81333333333334,1,,,0.7419714,1.972790476190476
1987-12,,1.4074320908837135,,,2.920264e-8,,1.3074954545454547,1.3303727272727273,235.34,3.731399999999999,262.077,68.4595,,6.304295454545454,,0.7914,0.5468950930300331,7.772568181818183,47.0221,1650.64,1.554195,12.934545454545455,,36.39545,128.24181818181816,798.3454545454547,,,30.644204545454546,,,,2.305238,2.4943863636363637,6.382045454545454,,1.5466284815742002,,,,,0.031767,,,,5.947272727272727,2.012663636363636,25.249473684210525,,0.0009912044,,28.95863636363637,1,,,0.7230727,1.9528521739130438
1988-01,,1.406398021151249,,,3.360547e-8,,1.2854894736842106,1.3465789473684209,243.73,3.7313999999999994,265.821,71.1568,,6.356184210526315,,0.8001,0.5553881755396818,7.787210526315789,47.1855,1657.88,1.56787,13.03947368421053,,36.74368,127.68526315789474,791.3157894736842,,,30.82460526315789,,,,2.239095,2.5400473684210523,6.353763157894736,,1.5195911507121955,,,,,0.031584,,,,5.974947368421052,2.026115789473684,25.23526315789473,,0.001071992,,28.627777777777776,1,,,0.7251,1.9742476190476188
1988-02,,1.400579676504433,,,3.931176e-8,,1.2682150000000003,1.3916250000000001,240,3.7313999999999994,270.912,73.4931,,6.491825000000001,,0.822,0.5687762094187292,7.7978250000000005,48.0639,1661.24,1.5861,13.065000000000001,,37.44143,129.16649999999998,776.8499999999999,,,30.858875,,,,2.293825,2.5811750000000004,6.416724999999998,,1.5063829806149907,,,,,0.038239,,,,6.052425,2.0185500000000003,25.32444444444444,,0.00115011,,28.66500000000001,1,,,0.7373,2.0543666666666667
1988-03,,1.364504350049977,,,4.636435e-8,,1.2492434782608697,1.3863478260869568,243.33,3.7313999999999985,276.923,73.7193,,6.42608695652174,,0.8109,0.5457210362366941,7.802760869565216,47.7863,1660.35,1.572227,12.97913043478261,,39.25087,127.11391304347828,757.3695652173913,,,30.89239130434782,,,,2.281262,2.56895652173913,6.333673913043479,,1.5099117269981028,,,,,0.038571,,,,5.949739130434784,2.0133478260869566,25.23173913043478,,0.001199261,,28.687142857142867,1,,,0.7295591,2.1334782608695657
1988-04,,1.3370497998791204,,,5.439106e-8,,1.2352904761904762,1.3822619047619047,241.88,3.731399999999999,283.445,74.1816,,6.420738095238095,,0.8057,0.5324498947885378,7.811809523809524,47.5811,1665.68,1.566026,13.157619047619045,,38.95952,124.89761904761906,745.3142857142857,,,30.939249999999998,,,,2.2808,2.5742857142857143,6.213976190476191,,1.5120574009765146,,,,,0.039767,,,,5.889166666666667,2.0044523809523804,25.171,,0.001245987,,28.6955,1,,,0.697105,2.1419047619047613
1988-05,,1.2866506697759519,,,6.518913e-8,,1.2373047619047617,1.4110761904761906,245.15,3.731399999999999,289.958,74.8435,,6.493809523809524,,0.8131,0.5349344183152106,7.81564761904762,47.9429,1670.55,1.571477,13.315714285714288,,41.62842,124.78714285714287,739.4380952380952,,,30.992619047619055,,,,2.283667,2.5847380952380954,6.187547619047619,,1.4517133676513816,,,,,0.040751,,,,5.909119047619048,2.010857142857143,25.17000000000001,,0.001288346,,28.666190476190476,1,,,0.7264286,2.2109090909090905
1988-06,,1.2383811585493918,,,7.716125e-8,,1.2176409090909093,1.4629090909090912,248.31,3.731399999999999,296.365,75.587,,6.68934090909091,,0.8425,0.5630845826691541,7.807309090909092,48.9414,1678.19,1.596436,13.785909090909088,,44.54227,127.46545454545456,732.8818181818183,,,31.132727272727266,,,,2.284136,2.5860227272727268,6.395090909090907,,1.429190539003499,,,,,0.04298,,,,6.107363636363636,2.028531818181818,25.280454545454543,,0.001347611,,28.72318181818182,1,,,0.7427136,2.271363636363636
1988-07,,1.2501551881276485,,,9.339946e-8,,1.207535,1.534345,248.32,3.7313999999999994,302.359,76.1821,,7.026650000000001,,0.8863,0.5865422325953447,7.8135,51.7269,1690.35,1.629586,14.079500000000001,,46.10857,133.02150000000003,728.67,,,31.832500000000003,,,,2.2845,2.6266749999999996,6.720699999999999,,1.4967164334115655,,,,,0.044967,,,,6.354224999999999,2.045915,25.523000000000003,,0.001408342,,28.72578947368421,1,,,0.763635,2.3952380952380947
1988-08,,1.2412887932902767,,,1.157209e-7,,1.2236565217391304,1.5836695652173916,245.59,3.7313999999999985,308.403,76.758,,7.228021739130435,,0.9059,0.5894695914533353,7.805021739130435,54.306,1696.48,1.64193,14.216956521739128,,46.73864,133.76608695652172,725.7434782608697,,,32.5029347826087,,,,2.284022,2.6520217391304346,6.901630434782608,,1.5445128012445697,,,,,0.045645,,,,6.4877826086956505,2.041726086956522,25.56,,0.001492904,,28.693478260869572,1,,,0.7739782,2.452608695652174
1988-09,,1.263494750494731,,,1.411793e-7,,1.2266666666666666,1.576352380952381,245.67,3.731399999999999,314.845,77.4566,,7.176380952380953,,0.9003,0.5938648812044706,7.810642857142859,54.0731,1702.32,1.641024,14.489523809523813,,46.64318,134.31761904761905,723.0047619047618,,,32.953571428571436,,,,2.2845,2.6643333333333326,6.9150238095238095,,1.626673956993454,,,,,0.046961,,,,6.444809523809524,2.0409285714285708,25.548571428571428,,0.001587584,,28.91388888888889,1,,,0.77335,2.4568181818181816
1988-10,,1.235504531390425,,,1.781633e-7,,1.2055150000000001,1.5372250000000003,247.09,3.7313999999999994,321.073,78.1419,,7.005475,,0.8796,0.57527046156944,7.813274999999999,53.3753,1709.76,1.62015,14.720000000000002,,47.0219,128.6805,712.7250000000001,,,32.98912500000001,,,,2.2845,2.6785,6.739999999999999,,1.6101041787500807,,,,,0.048216,,,,6.269425000000001,2.0202249999999995,25.365,,0.001748868,,28.880000000000003,1,,,0.7587333,2.467619047619048
1988-11,,1.1760601931703683,,,2.276946e-7,,1.2185899999999998,1.4675249999999997,246.44,3.7313999999999994,327.008,78.795,,6.7547,,0.8445,0.5530720456527831,7.809474999999999,51.9589,1709.62,1.591367,14.966,,45.81182,123.202,696.0849999999999,,,32.988684210526316,,,,2.2845,2.6779,6.579599999999999,,1.561390399506843,,,,,0.0491,,,,6.096800000000001,1.9616250000000004,25.145609999999998,,0.001721445,,28.17,1,,,0.7371409,2.3927272727272726
1988-12,,1.1667226872830294,,,2.903915e-7,,1.1962476190476192,1.4799,244.63,3.731399999999999,332.974,79.3419,,6.789071428571428,,0.844,0.5477982723373018,7.806238095238093,52.0172,1726.03,1.603085,15.019047619047615,,45.69191,123.60761904761904,687.895238095238,,,33.01619047619047,,,,2.2845,2.6934761904761904,6.523452380952382,,1.5722672789799415,,,,,0.049874,,,,6.088809523809523,1.9442142857142857,25.146111111111104,,0.001794559,,28.198571428571434,1,,,0.7375905,2.3490909090909096
1989-01,,1.1488188398548957,,,3.907764e-7,,1.1913400000000003,1.5619049999999999,247.11,3.7313999999999994,339.622,79.5968,,7.114285000000001,,0.8805,0.5638423676130886,7.804674999999999,53.291,1735.92,1.815691,15.092500000000001,,49.35333,127.36249999999998,685.2850000000001,,,33.13225,,,,2.293295,2.72215,6.680825000000001,,1.6028196001998605,,,,,0.050584,,,,6.272499999999999,1.9404000000000003,25.322000000000003,,0.001848079,,27.820588235294117,1,,,0.7536809,2.3836363636363638
1989-02,,1.169652595707322,,,4.327535e-7,,1.1890999999999998,1.5740052631578942,245.84,3.7313999999999994,346.828,79.8642,,7.209368421052633,,0.8889,0.5703549094280512,7.8009473684210535,53.7327,1741.96,1.802721,15.240526315789474,,50.922,127.73736842105264,680.2842105263156,,,33.11541666666667,,,,2.33145,2.730736842105263,6.725421052631578,,1.6227368656656243,,,,,0.052591,,,,6.323789473684211,1.9284736842105261,25.386315789473684,,0.00190869,,27.716249999999995,1,,,0.7593,2.457499999999999
1989-03,,1.224230029791178,,,4.327535e-7,,1.1953739130434784,1.6110478260869565,249.64,3.7313999999999985,354.122,80.1677,,7.291252173913042,,0.8967,0.5836557062744759,7.796934782608696,54.9872,1751.29,1.808582,15.467391304347828,,52.58591,130.55043478260868,675.6795454545455,,,33.41647727272727,,,,2.37235,2.7535434782608696,6.805891304347824,,1.6247828070422563,,,,,0.056618,,,,6.393260869565217,1.9407391304347825,25.485652173913042,,0.001977834,,27.591500000000003,1,,,0.7662696,2.539130434782608
1989-04,,1.2447064782525177,,,4.392448e-7,,1.1887599999999998,1.6468599999999998,251.36,3.7313999999999994,361.834,80.435,,7.2802750000000005,,0.8992,0.5879842261748649,7.782800000000002,58.9038,1755.92,1.814683,15.717999999999998,,52.81842,132.0365,669.9947368421052,,,34.02100000000001,,,,2.413,2.721075,6.796424999999999,,1.6348866620312592,,,,,0.063128,,,,6.368924999999999,1.9497250000000004,25.523999999999994,,0.002054588,,26.997823529411765,1,,,0.76938,2.5490000000000004
1989-05,,1.2935819906967057,,,4.755961e-7,,1.192513636363636,1.7290045454545457,252.44,3.731399999999999,369.93,80.7533,,7.582000000000002,,0.9375,0.6136884719323185,7.7799545454545465,61.6652,1765.41,1.873291,16.10181818181818,,55.3025,137.86363636363637,669.2476190476189,,,34.1447619047619,,,,2.45631,2.69675,7.033681818181818,,1.6477814721011477,,,,,0.07462,,,,6.575636363636362,1.957477272727273,25.757142857142856,,0.002068929,,25.7885,1,,,0.79025,2.6734782608695657
1989-06,,1.322856024690999,,,5.785915e-7,,1.1985545454545452,1.7088681818181817,261.66,3.7314181818181806,377.923,81.04,,7.7086590909090935,,0.9554,0.6440431535267711,7.793409090909091,62.428,1771.54,1.950852,16.419545454545453,,58.10273,143.9809090909091,669.4333333333333,,,34.42953181818183,,,,2.490136,2.7086136363636366,7.185204545454545,,1.7432862911838725,,,,,0.084873,,,,6.687159090909092,1.957227272727273,25.908636363636358,,0.0021169,,26.022815789473682,1,,,0.8060772,2.7822727272727277
1989-07,,1.3218528135659149,,,8.282902e-7,,1.18914,1.62806,272.81,3.7313999999999994,385.71,81.4726,,7.3527249999999995,,0.914,0.6147711484003187,7.804,60.7576,1773.6,1.9754,16.416,,58.02143,140.42399999999998,669.835,,,34.76361111111111,,,,2.52069,2.6809249999999993,6.94785,,1.7381700067367434,,,,,0.083617,,,,6.465275,1.9588750000000001,25.820999999999998,,0.002140468,,25.81638888888889,1,,,0.7868,2.6942857142857144
1989-08,,1.3098938423922608,,,0.000001071065,,1.1757782608695653,1.660473913043478,276.65,3.7313999999999985,393.429,81.9177,,7.493760869565218,,0.9278,0.6272874426637468,7.80780434782609,60.5814,1780.3,1.994686,16.60913043478261,,60.00227,141.48521739130436,671.1340909090908,,,36.04941176470589,,,,2.550848,2.6824782608695656,7.047991304347825,,1.6888063001086877,,,,,0.098796,,,,6.548065217391303,1.9603695652173911,25.86869565217392,,0.002182896,,25.68475,1,,,0.7931,2.7239130434782615
1989-09,,1.294339728265403,,,0.000001413806,,1.1828049999999999,1.6865499999999998,280.15,3.7313999999999994,401.804,82.345,,7.587225000000002,,0.9411,0.6365385282302917,7.8078,61.0604,1787.38,2.014062,16.745,,61.83,145.07,672.7294444444445,,,39.571944444444455,,,,2.582169,2.6980250000000003,7.12645,,1.6908477934850812,,,,,0.133954,,,,6.6103,1.9769500000000004,26.01210526315789,,0.002239894,,25.736676470588232,1,,,0.8019429,2.7882857142857134
1989-10,,1.291709172903713,,,0.000001943063,,1.174909523809524,1.6302380952380955,282.78,3.731399999999999,410.554,82.9774,,7.278119047619048,,0.9072,0.6300520942176793,7.808119047619049,59.6382,1787.68,1.999943,16.81904761904762,,61.80264,142.2066666666667,673.8578947368421,,,40.017500000000005,,,,2.612488,2.6945476190476194,6.950238095238096,,1.7032783025069977,,,,,0.197025,,,,6.458,1.9621666666666666,25.868095238095233,,0.002279487,,25.739323529411763,1,,,0.7861047,2.6761818181818184
1989-11,,1.277241146796137,,,0.000002703844,,1.1697333333333335,1.6189333333333336,288.42,3.731399999999999,419.763,83.455,,7.113833333333334,,0.8939,0.6359288013930977,7.81395238095238,59.1209,1794.23,1.988405,16.924761904761905,,62.62136,143.53428571428572,674.9380952380952,,,40.016630000000006,,,,2.644697,2.702785714285715,6.901,,1.7015189370170438,,,,,0.307667,,,,6.430642857142857,1.9588095238095238,25.877142857142854,,0.002311731,,26.028916666666664,1,,,0.7830572,2.628977272727272
1989-12,,1.2725331324180178,,,0.000004006865,,1.16134,1.5685850000000001,294.58,4.182525000000001,429.298,84.0258,,6.761,,0.8565,0.6264494354252383,7.81015,62.6297,1795.48,1.958632,16.931999999999995,,61.95105,143.685,677.655,,,40.017500000000005,,,,2.671167,2.703175,6.702049999999998,,1.6818913039720258,,,,,0.523548,,,,6.291950000000001,1.9182750000000002,25.777499999999996,,0.002310039,,26.138478947368423,1,,,0.7683,2.567514285714286
1990-01,,1.2805592221496784,,,0.000006194001,,1.1720380952380953,1.5175142857142858,296.76,4.733900000000001,440.084,84.6893,,6.56202380952381,,0.8319,0.6056801666552966,7.811619047619049,62.3583,1804.85,1.944959,16.963333333333335,,60.90381,144.9819047619048,686.1842105263157,,,40.017500000000005,,,,2.702177,2.7040952380952383,6.546166666666666,,1.6608441479667018,,,,,0.95,,,,6.177642857142858,1.8872619047619048,25.744736842105265,,0.002330423,,26.081384615384618,1,,,0.7585046,2.5519565217391307
1990-02,,1.31708825398809,,,0.00001023938,,1.196478947368421,1.4879315789473686,292.46,4.733900000000001,451.718,85.175,,6.472894736842105,,0.8208,0.5895926632245952,7.810342105263158,63.9429,1809.87,1.944115,16.989473684210527,,60.147,145.69315789473686,692.4736842105264,,,40.017500000000005,,,,2.733632,2.703157894736842,6.476000000000001,,1.6905626723123917,,,,,0.95,,,,6.124973684210527,1.8641052631578943,25.732631578947366,,0.002376285,,26.11747777777778,1,,,0.753705,2.544875
1990-03,,1.323489789984553,,,0.00001631524,,1.1799863636363634,1.5133454545454545,296.66,4.733900000000002,463.398,85.9129,,6.534886363636364,,0.8351,0.6156750145629427,7.812863636363636,65.6779,1820.35,2.012659,17.11636363636364,,61.27364,153.30818181818182,700.4952380952382,,,40.01750000000001,,,,2.763038,2.7169545454545454,6.5971590909090905,,1.7103645324040337,,,,,0.95,,,,6.168295454545455,1.8777045454545458,25.925454545454546,,0.002452859,,26.361174999999996,1,,,0.7682363,2.6158181818181814
1990-04,,1.3095577315948819,,,0.00002072457,,1.1640952380952383,1.4866285714285714,296.41,4.733852380952382,474.617,86.65,,6.43047619047619,,0.8251,0.6108035312373391,7.796595238095238,65.2133,1826.05,2.006228,17.294285714285714,,61.01882,158.45857142857142,708.7619047619046,,,40.017500000000005,,,,2.793042,2.7263571428571427,6.545690476190477,,1.7276566518865997,,,,,0.95,,,,6.116023809523809,1.8783095238095238,26.02421052631579,,0.002499662,,26.368711764705882,1,,,0.76857,2.655295238095238
1990-05,,1.3140437183065463,,,0.00002260272,,1.1746999999999999,1.4198363636363636,296.97,4.733900000000002,485.988,88.0153,,6.334863636363637,,0.8114,0.5962370605356764,7.787727272727272,64.5682,1831.4,2.018146,17.324545454545458,,60.04565,154.04409090909095,711.8476190476189,,,40.0225,,,,2.821841,2.702445454545455,6.4476590909090925,,1.7454251706416408,,,,,0.95,,,,6.055977272727273,1.8588818181818179,25.927857142857142,,0.002547191,,26.960847368421057,1,,,0.7579952,2.6471391304347827
1990-06,,1.2837524497784596,,,0.00002471525,,1.1730476190476191,1.4250190476190474,296.79,4.733876190476192,497.305,89.66,,6.408047619047618,,0.8177,0.5847831751633441,7.7855,65.0232,1841,2.06045,17.420952380952382,,60.1985,153.6957142857143,718.0714285714284,,,40.017500000000005,,,,2.845643,2.7103952380952387,6.4699761904761885,,1.7166972351948462,,,,,0.95,,,,6.089642857142857,1.8471142857142862,25.875714285714285,,0.002626357,,27.390680952380958,1,,,0.76071,2.6592380952380954
1990-07,,1.2647157094965649,,,0.00002878547,,1.1570285714285713,1.3923666666666665,296.67,4.733900000000001,508.35,91.425,,6.233880952380952,,0.7927,0.5526227578286993,7.770433333333332,64.013,1846.96,2.062714,17.411904761904765,,58.70818,149.03952380952376,718.7450000000001,,,40.017500000000005,,,,2.867114,2.7051428571428584,6.292452380952382,,1.6907287551435395,,,,,0.95,,,,5.947047619047619,1.8193238095238093,25.705789473684213,,0.002659605,,27.162736842105257,1,,,0.7451762,2.6264272727272724
1990-08,,1.2369609947864262,,,0.0000310531,,1.1448086956521737,1.3076217391304346,303.44,4.733900000000002,519.941,92.9507,,6.003304347826087,,0.7599,0.526107718673888,7.7707173913043475,62.3791,1854.92,2.030087,17.346521739130434,,56.83205,147.4608695652174,718.2590909090909,,,40.00659090909091,,,,2.879152,2.695621739130435,6.080956521739131,,1.6322382748571078,,,,,0.95,,,,5.775434782608696,1.790521739130435,25.579130434782606,,0.002677122,,27.29125882352941,1,,,0.725987,2.5733782608695646
1990-09,,1.2120147391183393,,,0.00003269063,,1.1583368421052633,1.3068842105263156,308.35,4.734215789473685,530.544,95.2625,,5.996078947368421,,0.7617,0.5321389306874764,7.764747368421053,62.3538,1860.35,2.050471,17.85947368421052,,56.693,138.44052631578947,717.8736842105263,,,39.9525,,,,2.892574,2.6959473684210535,6.0735,,1.6109528400393947,,,,,0.95,,,,5.766315789473684,1.7671210526315793,25.376315789473686,,0.00271611,,27.301783333333336,1,,,0.719,2.5716200000000002
1990-10,,1.250148215483443,,,0.00004118299,,1.1600227272727275,1.2818045454545453,312.49,4.733900000000002,540.456,97.24,,5.811704545454546,,0.7398,0.5140730319246104,7.7722272727272745,61.3735,1865.85,2.024571,18.073636363636368,,55.23652,129.5909090909091,717.7611111111112,,,40.285277777777786,,,,2.912677,2.699545454545454,5.914977272727273,,1.63605858080982,,,,,0.95,,,,5.641113636363637,1.7257045454545454,25.1297619047619,,0.002738709,,27.288027777777774,1,,,0.7001696,2.545847826086956
1990-11,,1.2939249246136497,,,0.00005328624,,1.1634799999999998,1.256895,326.86,4.971357894736843,551.334,99.6318,,5.694560000000001,,0.724,0.5091156282057269,7.795124999999999,60.6212,1860.48,2.008409,18.097500000000004,,54.44864,129.21549999999996,717.0300000000001,,,40.355,,,,2.932828,2.6948999999999996,5.7996,,1.6361557553853345,,,,,0.95,,,,5.563275,1.7099749999999996,25.078,,0.002781291,,27.244875000000008,1,,,0.6920273,2.5250000000000004
1990-12,,1.2984217516161798,,,0.00006689764,,1.160265,1.281425,334.98,5.235200000000002,563.376,102.339,,5.7735,,0.732,0.5203993546541645,7.803349999999999,60.946,1891.68,2.031263,18.12722222222222,,55.02632,133.88899999999998,718.575,,,40.24349999999999,,,,2.945311,2.703039999999999,5.871675,,1.6789545992964592,,,,,0.95,,,,5.633800000000001,1.7274750000000005,25.2075,,0.002871635,,27.161937500000004,1,,,0.7010369,2.5425952380952377
1991-01,,1.2832485888970464,,,0.00008360322,,1.1560333333333332,1.2713714285714284,337.23,5.235200000000002,574.089,105.825,27.64682,5.81152380952381,,0.7367,0.5169729492410651,7.79502380952381,69.14773,1907.54,2.028591,18.33904761904762,,55.32095,133.6985714285714,720.825,,,40.300357142857145,,,,2.9582,2.7139571428571427,5.8993095238095234,,1.6813834101565173,,,,,0.95,,,,5.634523809523809,1.7454523809523812,25.2435,,0.002990009,,27.196791666666666,1,,,0.70335,2.5630217391304346
1991-02,,1.276341118168461,,,0.00009596569,,1.1548947368421052,1.268473684210526,337.53,5.235200000000002,584.069,109.541,27.244,5.695342105263158,,0.7226,0.5092495338576546,7.794342105263158,69.555,1914,2.007684,18.86,,54.352,130.5357894736842,723.9705882352943,,,40.598333333333336,,,,2.969347,2.6968947368421055,5.7919210526315785,,1.6633771720362618,,,,,0.95,,,,5.55157894736842,1.7179736842105267,25.141176470588235,,0.003154975,,27.10875,1,,,0.694075,2.541175
1991-03,,1.2969426514095264,,,0.0000995701,,1.1571571428571426,1.3918285714285712,340.24,5.235200000000002,593.751,113.687,28.74,6.188642857142857,,0.7818,0.549568465755768,7.7911238095238105,72.62952,1927.12,2.1638,19.24285714285714,,57.63762,137.38666666666663,727.7315789473685,,,40.74985294117648,,,,2.980906,2.741757142857143,6.289904761904761,,1.6839147718739997,,,,,0.95,,,,5.908095238095238,1.7589380952380949,25.44684210526315,,0.003536948,,27.311285714285713,1,,,0.7234119,2.663595238095238
1991-04,,1.2829693852124067,,,0.0001091296,,1.1535136363636367,1.439859090909091,340.28,5.276719047619048,603.725,117.15,29.94333,6.516295454545456,,0.8267,0.5718320191429603,7.793922727272727,75.17818,1934.61,2.261421,19.906363636363636,,59.961,137.11272727272728,728.3571428571429,,,40.83625,,,,2.992909,2.7498409090909095,6.619795454545454,,1.6975873174378484,,,,,0.95,,,,6.114499999999999,1.768840909090909,25.578421052631587,,0.003784732,,27.33295,1,,,0.7398418,2.7324772727272726
1991-05,,1.2917594076070793,,,0.0001181318,,1.1498545454545455,1.4573500000000001,339.95,5.325722727272727,613.762,119.85,30.11572,6.579295454545454,,0.8339,0.5801669215113451,7.7798454545454545,75.58479,1942.92,2.362652,20.51863636363636,,60.361,138.2218181818182,727.9904761904761,,,40.9875,,,,3.006909,2.7572590909090913,6.695272727272726,,1.7051776542539003,,,,,1.027695,,,,6.1578181818181825,1.7687954545454545,25.645263157894735,,0.003977765,,27.281590909090905,1,,,0.7448626,2.7976739130434787
1991-06,,1.3161790991161846,,,0.0001289091,,1.143895,1.5297399999999999,344.89,5.366721052631578,624.15,122.64,30.87526,6.863375,,0.8687,0.606321441933582,7.734075,76.9715,1950.96,2.3986,21.061999999999994,,62.33263,139.7475,727.9722222222222,,,41.211388888888884,,,,3.01918,2.7810150000000005,6.954199999999998,,1.7348071434044159,,,,,1.140365,,,,6.423525,1.7782,25.765500000000003,,0.004223095,,27.166,1,,,0.7579659,2.86245
1991-07,,1.296134178627363,,,0.0001423421,,1.1493318181818184,1.548140909090909,348.72,5.369309523809525,634.396,124.82,31.00273,6.902990909090909,,0.8707,0.6057925167120637,7.761022727272726,77.28913,1956.65,2.379478,25.61272727272727,,62.45491,137.82999999999998,731.7636363636365,,,41.2125,,,,3.030978,2.7867954545454543,6.962727272727273,,1.7643010220554451,,,,,1.145161,,,,6.460909090909093,1.7554636363636364,25.7452380952381,,0.004373331,,26.981699999999996,1,,,0.7547462,2.8828695652173906
1991-08,,1.2782232834277525,,,0.0001606736,,1.1451499999999997,1.5200863636363635,350.89,5.372490909090911,645.563,127.396,30.53045,6.73959090909091,,0.8503,0.5938922111145009,7.764636363636362,76.25409,1961.35,2.3395,25.845714285714287,,61.38952,136.8163636363636,733.9045454545455,,,41.72295454545454,,,,3.045068,2.780613636363637,6.81175,,1.7436066391058163,,,,,1.130081,,,,6.331068181818182,1.7268999999999999,25.719500000000004,,0.004508291,,26.729590909090913,1,,,0.7486781,2.8703863636363636
1991-09,,1.2600157550648343,,,0.0001856301,,1.136955,1.48028,355.61,5.386929411764704,660.515,129.405,29.99333,6.536700000000001,,0.8281,0.5792806976845231,7.752425,75.45571,1966.05,2.330933,25.833499999999997,,60.11524,134.29950000000002,744.1789473684211,,,41.934999999999995,,,,3.055825,2.7576900000000006,6.626575,,1.7247154284408182,,,,,1.115552,,,,6.165150000000001,1.700225,25.617222222222225,,0.004642843,,26.558657894736843,1,,,0.7387815,2.8341333333333334
1991-10,,1.2618952302934086,,,0.000252664,,1.1279409090909092,1.4781,359.06,5.391690000000001,673.84,131.231,29.88545,6.524636363636365,,0.8255,0.5803840479498462,7.754181818181817,75.20652,1973.59,2.419044,25.79727272727273,,59.85652,130.7722727272727,753.5400000000001,,,42.17892857142857,,,,3.068313,2.7469363636363635,6.61359090909091,,1.776178381368971,,,,,1.115774,,,,6.155159090909089,1.6940136363636369,25.555263157894732,,0.004843344,,26.405777777777782,1,,,0.7342094,2.8313130434782603
1991-11,,1.2713189609772317,,,0.0003203964,,1.1301736842105263,1.4347526315789472,364.26,5.399421428571428,687.588,132.954,29.16381,6.294710526315789,,0.795,0.5619629232512706,7.759052631578949,77.17191,1980.62,2.348952,25.8021052631579,,58.34619,129.6321052631579,757.436842105263,,,42.37386363636364,,,,3.070516,2.741226315789474,6.3642631578947375,,1.7746280864852098,,,,,1.1098,,,,5.924578947368422,1.670863157894737,25.49666666666667,,0.004942243,,25.975323529411767,1,,,0.7220179,2.7926190476190476
1991-12,,1.2967923674565056,,,0.0004145216,,1.146652380952381,1.3855238095238096,371.93,5.423152380952381,701.094,134.69,28.55263,6.083142857142858,,0.7681,0.547491987060227,7.773785714285713,76.78727,1988.4,2.30865,25.818000000000005,,57.021,128.0395238095238,761.6809523809525,,,42.5225,,,,3.071458,2.7417285714285713,6.155761904761905,,1.8101218373424417,,,,,1.10846,,,,5.715761904761905,1.6453095238095237,25.430909090909093,,0.005048891,,25.758642857142853,1,,,0.7102727,2.764522727272727
1992-01,,1.3378100356844225,,,0.0005181704,,1.157057142857143,1.4038809523809526,369.75,5.461819047619047,711.878,136.349,28.36091,6.1256666666666675,,0.7706,0.5530204928705129,7.7611904761904755,76.91364,1998.23,2.298409,25.862857142857145,,57.21857,125.46142857142857,767.0904761904762,,,42.66527777777778,,,,3.067009,2.689119047619048,6.204357142857144,,1.845307101008252,,,,,1.125713,,,,5.746071428571428,1.6337476190476188,25.328095238095234,,0.005296368,,25.15,1,,,0.7081985,2.781891304347826
1992-02,,1.3301878664532927,,,0.0006398953,,1.182457894736842,1.456078947368421,347.86,5.477631578947369,721.249,137.284,28.782,6.276315789473685,,0.792,0.5626359963248907,7.758236842105263,77.8025,2006.63,2.3306,25.992105263157892,,58.2885,127.69894736842106,769.9333333333333,,,42.878750000000004,0.7996539,,,3.062255,2.601236842105263,6.347210526315789,,1.8458104498718828,,,,,1.184615,,,,5.8763684210526295,1.6360947368421053,25.4625,,0.00566306,,25.048566666666662,1,,,0.7192394,2.8157500000000004
