Date,Rate,Currency
1957-01-01,0.5985157,AUD
1957-02-01,0.5980146,AUD
1957-03-01,0.5991253,AUD
1957-04-01,0.599988,AUD
1957-05-01,0.5995563,AUD
1957-06-01,0.5997002,AUD
1957-07-01,0.6002041,AUD
1957-08-01,0.6013229,AUD
1957-09-01,0.6008171,AUD
1957-10-01,0.5976572,AUD
1957-11-01,0.5970505,AUD
1957-12-01,0.596374,AUD
1958-01-01,0.8922198,AUD
1958-02-01,0.8914245,AUD
1958-03-01,0.891504,AUD
1958-04-01,0.8909479,AUD
1958-05-01,0.8914245,AUD
1958-06-01,0.8928571,AUD
1958-07-01,0.895175,AUD
1958-08-01,0.8947745,AUD
1958-09-01,0.8953353,AUD
1958-10-01,0.8941345,AUD
1958-11-01,0.8946144,AUD
1958-12-01,0.895175,AUD
1959-01-01,0.8943744,AUD
1959-02-01,0.8934155,AUD
1959-03-01,0.8923791,AUD
1959-04-01,0.8911862,AUD
1959-05-01,0.8917425,AUD
1959-06-01,0.8923791,AUD
1959-07-01,0.8926978,AUD
1959-08-01,0.8934155,AUD
1959-09-01,0.8952551,AUD
1959-10-01,0.8943744,AUD
1959-11-01,0.8955758,AUD
1959-12-01,0.8969414,AUD
1960-01-01,0.896459,AUD
1960-02-01,0.8953353,AUD
1960-03-01,0.8945344,AUD
1960-04-01,0.8934155,AUD
1960-05-01,0.8944544,AUD
1960-06-01,0.8955758,AUD
1960-07-01,0.8937349,AUD
1960-08-01,0.8931761,AUD
1960-09-01,0.8923791,AUD
1960-10-01,0.8926978,AUD
1960-11-01,0.8921403,AUD
1960-12-01,0.8940545,AUD
1961-01-01,0.8943744,AUD
1961-02-01,0.896459,AUD
1961-03-01,0.8971828,AUD
1961-04-01,0.8970219,AUD
1961-05-01,0.8983112,AUD
1961-06-01,0.8996851,AUD
1961-07-01,0.9004953,AUD
1961-08-01,0.8954957,AUD
1961-09-01,0.8925384,AUD
1961-10-01,0.891504,AUD
1961-11-01,0.891663,AUD
1961-12-01,0.8933357,AUD
1962-01-01,0.890472,AUD
1962-02-01,0.88968,AUD
1962-03-01,0.88968,AUD
1962-04-01,0.890472,AUD
1962-05-01,0.891266,AUD
1962-06-01,0.892061,AUD
1962-07-01,0.892857,AUD
1962-08-01,0.893655,AUD
1962-09-01,0.894454,AUD
1962-10-01,0.894454,AUD
1962-11-01,0.893655,AUD
1962-12-01,0.893655,AUD
1963-01-01,0.893655,AUD
1963-02-01,0.893655,AUD
1963-03-01,0.884454,AUD
1963-04-01,0.884454,AUD
1963-05-01,0.884454,AUD
1963-06-01,0.884454,AUD
1963-07-01,0.884454,AUD
1963-08-01,0.895255,AUD
1963-09-01,0.896058,AUD
1963-10-01,0.895255,AUD
1963-11-01,0.895255,AUD
1963-12-01,0.896058,AUD
1964-01-01,0.895255,AUD
1964-02-01,0.895255,AUD
1964-03-01,0.895255,AUD
1964-04-01,0.884454,AUD
1964-05-01,0.885255,AUD
1964-06-01,0.896861,AUD
1964-07-01,0.898472,AUD
1964-08-01,0.90001,AUD
1964-09-01,0.90001,AUD
1964-10-01,0.90001,AUD
1964-11-01,0.897667,AUD
1964-12-01,0.896861,AUD
1965-01-01,0.896861,AUD
1965-02-01,0.896057,AUD
1965-03-01,0.896861,AUD
1965-04-01,0.885255,AUD
1965-05-01,0.896861,AUD
1965-06-01,0.897667,AUD
1965-07-01,0.885255,AUD
1965-08-01,0.897667,AUD
1965-09-01,0.884454,AUD
1965-10-01,0.893655,AUD
1965-11-01,0.893655,AUD
1965-12-01,0.893655,AUD
1966-01-01,0.893655,AUD
1966-02-01,0.8958968,AUD
1966-03-01,0.8979885,AUD
1966-04-01,0.8985533,AUD
1966-05-01,0.8988764,AUD
1966-06-01,0.8996851,AUD
1966-07-01,0.900009,AUD
1966-08-01,0.900009,AUD
1966-09-01,0.899847,AUD
1966-10-01,0.8991188,AUD
1966-11-01,0.8992805,AUD
1966-12-01,0.8996041,AUD
1967-01-01,0.8992805,AUD
1967-02-01,0.8983112,AUD
1967-03-01,0.8975855,AUD
1967-04-01,0.8967001,AUD
1967-05-01,0.8974244,AUD
1967-06-01,0.8992805,AUD
1967-07-01,0.9004953,AUD
1967-08-01,0.9011444,AUD
1967-09-01,0.9017133,AUD
1967-10-01,0.9018759,AUD
1967-11-01,0.8986341,AUD
1967-12-01,0.8940545,AUD
1968-01-01,0.8930166,AUD
1968-02-01,0.8930166,AUD
1968-03-01,0.8965393,AUD
1968-04-01,0.8957363,AUD
1968-05-01,0.9004953,AUD
1968-06-01,0.9022014,AUD
1968-07-01,0.900171,AUD
1968-08-01,0.8997661,AUD
1968-09-01,0.9011444,AUD
1968-10-01,0.900252,AUD
1968-11-01,0.9017946,AUD
1968-12-01,0.9023642,AUD
1969-01-01,0.9013069,AUD
1969-02-01,0.8996851,AUD
1969-03-01,0.8995233,AUD
1969-04-01,0.8989572,AUD
1969-05-01,0.9014694,AUD
1969-06-01,0.9003331,AUD
1969-07-01,0.900009,AUD
1969-08-01,0.9019572,AUD
1969-09-01,0.9024456,AUD
1969-10-01,0.90009,AUD
1969-11-01,0.8978273,AUD
1969-12-01,0.8974244,AUD
1970-01-01,0.8962179,AUD
1970-02-01,0.8946944,AUD
1970-03-01,0.8942145,AUD
1970-04-01,0.8941345,AUD
1970-05-01,0.8950148,AUD
1970-06-01,0.8972633,AUD
1970-07-01,0.899928,AUD
1970-08-01,0.9009821,AUD
1970-09-01,0.9019572,AUD
1970-10-01,0.9011444,AUD
1970-11-01,0.900009,AUD
1970-12-01,0.899928,AUD
1971-01-01,0.8942944,AUD
1971-02-01,0.889838,AUD
1971-03-01,0.8895214,AUD
1971-04-01,0.889838,AUD
1971-05-01,0.8895214,AUD
1971-06-01,0.8894423,AUD
1971-07-01,0.8895214,AUD
1971-08-01,0.8836264,AUD
1971-09-01,0.8712319,AUD
1971-10-01,0.8638563,AUD
1971-11-01,0.8628872,AUD
1971-12-01,0.8512087,AUD
1972-01-01,0.8396305,AUD
1972-02-01,0.8396305,AUD
1972-03-01,0.8396305,AUD
1972-04-01,0.8396305,AUD
1972-05-01,0.8396305,AUD
1972-06-01,0.8396305,AUD
1972-07-01,0.8396305,AUD
1972-08-01,0.8395601,AUD
1972-09-01,0.8396305,AUD
1972-10-01,0.8398421,AUD
1972-11-01,0.8397011,AUD
1972-12-01,0.8282259,AUD
1973-01-01,0.7814626,AUD
1973-02-01,0.7379549,AUD
1973-03-01,0.7036638,AUD
1973-04-01,0.7034624,AUD
1973-05-01,0.7032049,AUD
1973-06-01,0.7033554,AUD
1973-07-01,0.7003053,AUD
1973-08-01,0.7022923,AUD
1973-09-01,0.6776444,AUD
1973-10-01,0.6703589,AUD
1973-11-01,0.6700984,AUD
1973-12-01,0.6702086,AUD
1974-01-01,0.6703293,AUD
1974-02-01,0.6704099,AUD
1974-03-01,0.6703162,AUD
1974-04-01,0.6702414,AUD
1974-05-01,0.6700363,AUD
1974-06-01,0.6700168,AUD
1974-07-01,0.6702649,AUD
1974-08-01,0.6700168,AUD
1974-09-01,0.6858254,AUD
1974-10-01,0.7576891,AUD
1974-11-01,0.7578316,AUD
1974-12-01,0.7537687,AUD
1975-01-01,0.7479494,AUD
1975-02-01,0.7372908,AUD
1975-03-01,0.7293233,AUD
1975-04-01,0.7383919,AUD
1975-05-01,0.7403621,AUD
1975-06-01,0.7425725,AUD
1975-07-01,0.7564036,AUD
1975-08-01,0.7755609,AUD
1975-09-01,0.7826424,AUD
1975-10-01,0.7865807,AUD
1975-11-01,0.7864869,AUD
1975-12-01,0.7923061,AUD
1976-01-01,0.7910065,AUD
1976-02-01,0.7903437,AUD
1976-03-01,0.7945865,AUD
1976-04-01,0.8008699,AUD
1976-05-01,0.8069891,AUD
1976-06-01,0.8112432,AUD
1976-07-01,0.8069794,AUD
1976-08-01,0.8028928,AUD
1976-09-01,0.8005583,AUD
1976-10-01,0.8061461,AUD
1976-11-01,0.8267012,AUD
1976-12-01,0.9521261,AUD
1977-01-01,0.9177339,AUD
1977-02-01,0.9149303,AUD
1977-03-01,0.9071465,AUD
1977-04-01,0.9023888,AUD
1977-05-01,0.9031951,AUD
1977-06-01,0.9024602,AUD
1977-07-01,0.8903903,AUD
1977-08-01,0.9023433,AUD
1977-09-01,0.9043161,AUD
1977-10-01,0.8931526,AUD
1977-11-01,0.886139,AUD
1977-12-01,0.8802161,AUD
1978-01-01,0.8763823,AUD
1978-02-01,0.8777293,AUD
1978-03-01,0.8770939,AUD
1978-04-01,0.8745128,AUD
1978-05-01,0.8838578,AUD
1978-06-01,0.8788711,AUD
1978-07-01,0.8697271,AUD
1978-08-01,0.8655581,AUD
1978-09-01,0.8659365,AUD
1978-10-01,0.8566439,AUD
1978-11-01,0.8674985,AUD
1978-12-01,0.8769699,AUD
1979-01-01,0.8750219,AUD
1979-02-01,0.883025,AUD
1979-03-01,0.8932318,AUD
1979-04-01,0.8998333,AUD
1979-05-01,0.9045045,AUD
1979-06-01,0.9005476,AUD
1979-07-01,0.8868095,AUD
1979-08-01,0.8858652,AUD
1979-09-01,0.8873316,AUD
1979-10-01,0.8982682,AUD
1979-11-01,0.9143238,AUD
1979-12-01,0.906605,AUD
1980-01-01,0.9004545,AUD
1980-02-01,0.9056684,AUD
1980-03-01,0.9160048,AUD
1980-04-01,0.9164762,AUD
1980-05-01,0.8825524,AUD
1980-06-01,0.8678333,AUD
1980-07-01,0.8620952,AUD
1980-08-01,0.8623053,AUD
1980-09-01,0.8541728,AUD
1980-10-01,0.8501,AUD
1980-11-01,0.8544706,AUD
1980-12-01,0.8532637,AUD
1981-01-01,0.8464143,AUD
1981-02-01,0.8592833,AUD
1981-03-01,0.8597904,AUD
1981-04-01,0.86588,AUD
1981-05-01,0.8754238,AUD
1981-06-01,0.875265,AUD
1981-07-01,0.8744864,AUD
1981-08-01,0.8793285,AUD
1981-09-01,0.8701714,AUD
1981-10-01,0.87399,AUD
1981-11-01,0.87266,AUD
1981-12-01,0.8811273,AUD
1982-01-01,0.896675,AUD
1982-02-01,0.921321,AUD
1982-03-01,0.9426391,AUD
1982-04-01,0.9505286,AUD
1982-05-01,0.94601,AUD
1982-06-01,0.9682318,AUD
1982-07-01,0.9900227,AUD
1982-08-01,1.021918,AUD
1982-09-01,1.043167,AUD
1982-10-01,1.05938,AUD
1982-11-01,1.060565,AUD
1982-12-01,1.032073,AUD
1983-01-01,1.017055,AUD
1983-02-01,1.032863,AUD
1983-03-01,1.1276,AUD
1983-04-01,1.147686,AUD
1983-05-01,1.133514,AUD
1983-06-01,1.140327,AUD
1983-07-01,1.142145,AUD
1983-08-01,1.136641,AUD
1983-09-01,1.131373,AUD
1983-10-01,1.09501,AUD
1983-11-01,1.091342,AUD
1983-12-01,1.113567,AUD
1984-01-01,1.107045,AUD
1984-02-01,1.070195,AUD
1984-03-01,1.051514,AUD
1984-04-01,1.083786,AUD
1984-05-01,1.104791,AUD
1984-06-01,1.133891,AUD
1984-07-01,1.200124,AUD
1984-08-01,1.183443,AUD
1984-09-01,1.203821,AUD
1984-10-01,1.194474,AUD
1984-11-01,1.16491,AUD
1984-12-01,1.190315,AUD
1985-01-01,1.22581,AUD
1985-02-01,1.353858,AUD
1985-03-01,1.433752,AUD
1985-04-01,1.51429,AUD
1985-05-01,1.480009,AUD
1985-06-01,1.50372,AUD
1985-07-01,1.432935,AUD
1985-08-01,1.415195,AUD
1985-09-01,1.448805,AUD
1985-10-01,1.423835,AUD
1985-11-01,1.47841,AUD
1985-12-01,1.470281,AUD
1986-01-01,1.428609,AUD
1986-02-01,1.429185,AUD
1986-03-01,1.4125,AUD
1986-04-01,1.3833,AUD
1986-05-01,1.375519,AUD
1986-06-01,1.452914,AUD
1986-07-01,1.590665,AUD
1986-08-01,1.636971,AUD
1986-09-01,1.607519,AUD
1986-10-01,1.565444,AUD
1986-11-01,1.551725,AUD
1986-12-01,1.517605,AUD
1987-01-01,1.51629,AUD
1987-02-01,1.498084,AUD
1987-03-01,1.45635,AUD
1987-04-01,1.405227,AUD
1987-05-01,1.397005,AUD
1987-06-01,1.393082,AUD
1987-07-01,1.412417,AUD
1987-08-01,1.41719,AUD
1987-09-01,1.376957,AUD
1987-10-01,1.404909,AUD
1987-11-01,1.45981,AUD
1987-12-01,1.408448,AUD
1988-01-01,1.408675,AUD
1988-02-01,1.402425,AUD
1988-03-01,1.364313,AUD
1988-04-01,1.337648,AUD
1988-05-01,1.286082,AUD
1988-06-01,1.238618,AUD
1988-07-01,1.250055,AUD
1988-08-01,1.240236,AUD
1988-09-01,1.263486,AUD
1988-10-01,1.236257,AUD
1988-11-01,1.17623,AUD
1988-12-01,1.163309,AUD
1989-01-01,1.157024,AUD
1989-02-01,1.162795,AUD
1989-03-01,1.22605,AUD
1989-04-01,1.244145,AUD
1989-05-01,1.294678,AUD
1989-06-01,1.322645,AUD
1989-07-01,1.32367,AUD
1989-08-01,1.311696,AUD
1989-09-01,1.295205,AUD
1989-10-01,1.290577,AUD
1989-11-01,1.277024,AUD
1989-12-01,1.2726,AUD
1990-01-01,1.280209,AUD
1990-02-01,1.317616,AUD
1990-03-01,1.323505,AUD
1990-04-01,1.30678,AUD
1990-05-01,1.314114,AUD
1990-06-01,1.284219,AUD
1990-07-01,1.2638,AUD
1990-08-01,1.237222,AUD
1990-09-01,1.212016,AUD
1990-10-01,1.251045,AUD
1990-11-01,1.294091,AUD
1990-12-01,1.297326,AUD
1991-01-01,1.283036,AUD
1991-02-01,1.27716,AUD
1991-03-01,1.29573,AUD
1991-04-01,1.282577,AUD
1991-05-01,1.2925,AUD
1991-06-01,1.31611,AUD
1991-07-01,1.295032,AUD
1991-08-01,1.277533,AUD
1991-09-01,1.25812,AUD
1991-10-01,1.261896,AUD
1991-11-01,1.271795,AUD
1991-12-01,1.296919,AUD
1992-01-01,1.337371,AUD
1992-02-01,1.330042,AUD
1992-03-01,1.318227,AUD
1992-04-01,1.312191,AUD
1992-05-01,1.323,AUD
1992-06-01,1.323409,AUD
1992-07-01,1.342,AUD
1992-08-01,1.379986,AUD
1992-09-01,1.383667,AUD
1992-10-01,1.398667,AUD
1992-11-01,1.450181,AUD
1992-12-01,1.4487,AUD
1993-01-01,1.4855,AUD
1993-02-01,1.464368,AUD
1993-03-01,1.417632,AUD
1993-04-01,1.405048,AUD
1993-05-01,1.430444,AUD
1993-06-01,1.482636,AUD
1993-07-01,1.476055,AUD
1993-08-01,1.475636,AUD
1993-09-01,1.535318,AUD
1993-10-01,1.513829,AUD
1993-11-01,1.505009,AUD
1993-12-01,1.484982,AUD
1994-01-01,1.437,AUD
1994-02-01,1.3966,AUD
1994-03-01,1.407087,AUD
1994-04-01,1.39696,AUD
1994-05-01,1.380182,AUD
1994-06-01,1.364273,AUD
1994-07-01,1.37079,AUD
1994-08-01,1.355109,AUD
1994-09-01,1.348667,AUD
1994-10-01,1.355305,AUD
1994-11-01,1.324943,AUD
1994-12-01,1.291938,AUD
1995-01-01,1.309033,AUD
1995-02-01,1.342945,AUD
1995-03-01,1.36127,AUD
1995-04-01,1.359963,AUD
1995-05-01,1.376364,AUD
1995-06-01,1.389109,AUD
1995-07-01,1.37296,AUD
1995-08-01,1.348187,AUD
1995-09-01,1.325195,AUD
1995-10-01,1.319845,AUD
1995-11-01,1.340362,AUD
1995-12-01,1.34938,AUD
1996-01-01,1.347591,AUD
1996-02-01,1.321643,AUD
1996-03-01,1.29653,AUD
1996-04-01,1.271405,AUD
1996-05-01,1.253182,AUD
1996-06-01,1.26268,AUD
1996-07-01,1.262543,AUD
1996-08-01,1.274945,AUD
1996-09-01,1.261948,AUD
1996-10-01,1.262048,AUD
1996-11-01,1.253886,AUD
1996-12-01,1.25439,AUD
1997-01-01,1.285182,AUD
1997-02-01,1.30192,AUD
1997-03-01,1.268476,AUD
1997-04-01,1.283459,AUD
1997-05-01,1.29173,AUD
1997-06-01,1.326947,AUD
1997-07-01,1.347435,AUD
1997-08-01,1.35104,AUD
1997-09-01,1.383333,AUD
1997-10-01,1.388026,AUD
1997-11-01,1.439774,AUD
1997-12-01,1.509085,AUD
1998-01-01,1.523038,AUD
1998-02-01,1.48416,AUD
1998-03-01,1.494105,AUD
1998-04-01,1.533855,AUD
1998-05-01,1.588015,AUD
1998-06-01,1.654495,AUD
1998-07-01,1.619191,AUD
1998-08-01,1.697167,AUD
1998-09-01,1.701909,AUD
1998-10-01,1.620677,AUD
1998-11-01,1.574314,AUD
1998-12-01,1.616554,AUD
1999-01-01,1.574645,AUD
1999-02-01,1.564095,AUD
1999-03-01,1.586022,AUD
1999-04-01,1.55924,AUD
1999-05-01,1.513076,AUD
1999-06-01,1.524918,AUD
1999-07-01,1.522186,AUD
1999-08-01,1.547064,AUD
1999-09-01,1.541864,AUD
1999-10-01,1.534657,AUD
1999-11-01,1.565305,AUD
1999-12-01,1.562862,AUD
2000-01-01,1.524095,AUD
2000-02-01,1.591476,AUD
2000-03-01,1.641022,AUD
2000-04-01,1.67819,AUD
2000-05-01,1.732226,AUD
2000-06-01,1.68195,AUD
2000-07-01,1.700233,AUD
2000-08-01,1.722861,AUD
2000-09-01,1.80988,AUD
2000-10-01,1.892814,AUD
2000-11-01,1.914686,AUD
2000-12-01,1.82877,AUD
2001-01-01,1.802286,AUD
2001-02-01,1.87127,AUD
2001-03-01,1.988259,AUD
2001-04-01,1.99723,AUD
2001-05-01,1.922891,AUD
2001-06-01,1.930524,AUD
2001-07-01,1.962741,AUD
2001-08-01,1.909896,AUD
2001-09-01,1.97854,AUD
2001-10-01,1.983152,AUD
2001-11-01,1.934559,AUD
2001-12-01,1.943144,AUD
2002-01-01,1.934264,AUD
2002-02-01,1.950665,AUD
2002-03-01,1.904281,AUD
2002-04-01,1.867455,AUD
2002-05-01,1.819409,AUD
2002-06-01,1.758085,AUD
2002-07-01,1.806322,AUD
2002-08-01,1.846595,AUD
2002-09-01,1.829824,AUD
2002-10-01,1.818774,AUD
2002-11-01,1.78311,AUD
2002-12-01,1.776779,AUD
2003-01-01,1.716545,AUD
2003-02-01,1.681355,AUD
2003-03-01,1.661281,AUD
2003-04-01,1.639968,AUD
2003-05-01,1.544632,AUD
2003-06-01,1.505251,AUD
2003-07-01,1.510709,AUD
2003-08-01,1.536481,AUD
2003-09-01,1.510805,AUD
2003-10-01,1.442526,AUD
2003-11-01,1.39569,AUD
2003-12-01,1.353176,AUD
2004-01-01,1.296619,AUD
2004-02-01,1.28421,AUD
2004-03-01,1.335509,AUD
2004-04-01,1.343332,AUD
2004-05-01,1.418324,AUD
2004-06-01,1.438114,AUD
2004-07-01,1.396409,AUD
2004-08-01,1.407209,AUD
2004-09-01,1.425632,AUD
2004-10-01,1.363976,AUD
2004-11-01,1.298518,AUD
2004-12-01,1.303065,AUD
2005-01-01,1.305748,AUD
2005-02-01,1.28118,AUD
2005-03-01,1.274161,AUD
2005-04-01,1.294033,AUD
2005-05-01,1.306068,AUD
2005-06-01,1.304018,AUD
2005-07-01,1.33041,AUD
2005-08-01,1.314235,AUD
2005-09-01,1.306854,AUD
2005-10-01,1.327524,AUD
2005-11-01,1.360918,AUD
2005-12-01,1.348318,AUD
2006-01-01,1.332955,AUD
2006-02-01,1.3487,AUD
2006-03-01,1.376522,AUD
2006-04-01,1.35725,AUD
2006-05-01,1.308783,AUD
2006-06-01,1.352227,AUD
2006-07-01,1.329857,AUD
2006-08-01,1.311,AUD
2006-09-01,1.32381,AUD
2006-10-01,1.326318,AUD
2006-11-01,1.293909,AUD
2006-12-01,1.273571,AUD
2007-01-01,1.277217,AUD
2007-02-01,1.27695,AUD
2007-03-01,1.261091,AUD
2007-04-01,1.209476,AUD
2007-05-01,1.212522,AUD
2007-06-01,1.187524,AUD
2007-07-01,1.152864,AUD
2007-08-01,1.207087,AUD
2007-09-01,1.1818,AUD
2007-10-01,1.112913,AUD
2007-11-01,1.1165,AUD
2007-12-01,1.14625,AUD
2008-01-01,1.134047,AUD
2008-02-01,1.096048,AUD
2008-03-01,1.084476,AUD
2008-04-01,1.075955,AUD
2008-05-01,1.053182,AUD
2008-06-01,1.051857,AUD
2008-07-01,1.039043,AUD
2008-08-01,1.134524,AUD
2008-09-01,1.222591,AUD
2008-10-01,1.463435,AUD
2008-11-01,1.5211,AUD
2008-12-01,1.49375,AUD
2009-01-01,1.4901,AUD
2009-02-01,1.5381,AUD
2009-03-01,1.503273,AUD
2009-04-01,1.397818,AUD
2009-05-01,1.306476,AUD
2009-06-01,1.246577,AUD
2009-07-01,1.24387,AUD
2009-08-01,1.197333,AUD
2009-09-01,1.160273,AUD
2009-10-01,1.104273,AUD
2009-11-01,1.087857,AUD
2009-12-01,1.109957,AUD
2010-01-01,1.096,AUD
2010-02-01,1.1287,AUD
2010-03-01,1.096478,AUD
2010-04-01,1.080636,AUD
2010-05-01,1.151571,AUD
2010-06-01,1.172,AUD
2010-07-01,1.141364,AUD
2010-08-01,1.1115,AUD
2010-09-01,1.065591,AUD
2010-10-01,1.020095,AUD
2010-11-01,1.011955,AUD
2010-12-01,1.006217,AUD
2011-01-01,1.003333,AUD
2011-02-01,0.9914,AUD
2011-03-01,0.9889565,AUD
2011-04-01,0.9447143,AUD
2011-05-01,0.9374545,AUD
2011-06-01,0.9419546,AUD
2011-07-01,0.9281428,AUD
2011-08-01,0.9524783,AUD
2011-09-01,0.9786818,AUD
2011-10-01,0.9861429,AUD
2011-11-01,0.9892727,AUD
2011-12-01,0.9877273,AUD
2012-01-01,0.9613182,AUD
2012-02-01,0.9319524,AUD
2012-03-01,0.95,AUD
2012-04-01,0.9670476,AUD
2012-05-01,1.002913,AUD
2012-06-01,1.001809,AUD
2012-07-01,0.9712273,AUD
2012-08-01,0.9551305,AUD
2012-09-01,0.96175,AUD
2012-10-01,0.9713478,AUD
2012-11-01,0.9612273,AUD
2012-12-01,0.9558572,AUD
2013-01-01,0.9524348,AUD
2013-02-01,0.97045,AUD
2013-03-01,0.967,AUD
2013-04-01,0.9641818,AUD
2013-05-01,1.011095,AUD
2013-06-01,1.060064,AUD
2013-07-01,1.090317,AUD
2013-08-01,1.106662,AUD
2013-09-01,1.07807,AUD
2013-10-01,1.051287,AUD
2013-11-01,1.071923,AUD
2013-12-01,1.11338,AUD
2014-01-01,1.128584,AUD
2014-02-01,1.115379,AUD
2014-03-01,1.102526,AUD
2014-04-01,1.073287,AUD
2014-05-01,1.074239,AUD
2014-06-01,1.067671,AUD
2014-07-01,1.064749,AUD
2014-08-01,1.074885,AUD
2014-09-01,1.104138,AUD
2014-10-01,1.138408,AUD
2014-11-01,1.156109,AUD
2014-12-01,1.213355,AUD
2015-01-01,1.23606,AUD
2015-02-01,1.283787,AUD
2015-03-01,1.293643,AUD
2015-04-01,1.294662,AUD
2015-05-01,1.264913,AUD
2015-06-01,1.294995,AUD
2015-07-01,1.347436,AUD
2015-08-01,1.371162,AUD
2015-09-01,1.417859,AUD
2015-10-01,1.388679,AUD
2015-11-01,1.397775,AUD
2015-12-01,1.379593,AUD
2016-01-01,1.423036,AUD
2016-02-01,1.403029,AUD
2016-03-01,1.336597,AUD
2016-04-01,1.30447,AUD
2016-05-01,1.36607,AUD
2016-06-01,1.352016,AUD
2016-07-01,1.328806,AUD
2016-08-01,1.311563,AUD
2016-09-01,1.316802,AUD
2016-10-01,1.312955,AUD
2016-11-01,1.327318,AUD
2016-12-01,1.361386,AUD
2017-01-01,1.343143,AUD
2017-02-01,1.304207,AUD
2017-03-01,1.3118,AUD
2017-04-01,1.326313,AUD
2017-05-01,1.345316,AUD
2017-06-01,1.323251,AUD
2017-07-01,1.283702,AUD
2017-08-01,1.26299,AUD
2017-09-01,1.254451,AUD
2017-10-01,1.283708,AUD
2017-11-01,1.311527,AUD
2017-12-01,1.308192,AUD
2018-01-01,1.259082,AUD
2018-02-01,1.269179,AUD
2018-03-01,1.288567,AUD
2018-04-01,1.300204,AUD
2018-05-01,1.328595,AUD
2018-06-01,1.333716,AUD
2018-07-01,1.350335,AUD
2018-08-01,1.364773,AUD
2018-09-01,1.388393,AUD
2018-10-01,1.406919,AUD
2018-11-01,1.380065,AUD
2018-12-01,1.394031,AUD
2019-01-01,1.401055,AUD
2019-02-01,1.399849,AUD
2019-03-01,1.412295,AUD
2019-04-01,1.404973,AUD
2019-05-01,1.439158,AUD
2019-06-01,1.440275,AUD
2019-07-01,1.431291,AUD
2019-08-01,1.476359,AUD
2019-09-01,1.468933,AUD
2019-10-01,1.471978,AUD
2019-11-01,1.464348,AUD
2019-12-01,1.453514,AUD
2020-01-01,1.454661,AUD
2020-02-01,1.49859,AUD
2020-03-01,1.609323,AUD
2020-04-01,1.590705,AUD
1957-01-01,2.85617E-14,BRL
1957-02-01,2.85617E-14,BRL
1957-03-01,2.8129E-14,BRL
1957-04-01,2.986E-14,BRL
1957-05-01,3.20238E-14,BRL
1957-06-01,3.07255E-14,BRL
1957-07-01,3.20238E-14,BRL
1957-08-01,3.41875E-14,BRL
1957-09-01,3.54858E-14,BRL
1957-10-01,3.72168E-14,BRL
1957-11-01,4.02461E-14,BRL
1957-12-01,3.93806E-14,BRL
1958-01-01,4.15443E-14,BRL
1958-02-01,4.32754E-14,BRL
1958-03-01,4.63046E-14,BRL
1958-04-01,5.19304E-14,BRL
1958-05-01,5.71235E-14,BRL
1958-06-01,5.84217E-14,BRL
1958-07-01,5.88545E-14,BRL
1958-08-01,6.36148E-14,BRL
1958-09-01,6.88078E-14,BRL
1958-10-01,6.05855E-14,BRL
1958-11-01,6.05855E-14,BRL
1958-12-01,6.01528E-14,BRL
1959-01-01,6.3182E-14,BRL
1959-02-01,6.79423E-14,BRL
1959-03-01,6.05855E-14,BRL
1959-04-01,5.92872E-14,BRL
1959-05-01,5.7989E-14,BRL
1959-06-01,5.92872E-14,BRL
1959-07-01,6.44803E-14,BRL
1959-08-01,6.66441E-14,BRL
1959-09-01,6.66441E-14,BRL
1959-10-01,6.66441E-14,BRL
1959-11-01,7.09716E-14,BRL
1959-12-01,7.96267E-14,BRL
1960-01-01,8.265594E-14,BRL
1960-02-01,8.049217E-14,BRL
1960-03-01,8.049217E-14,BRL
1960-04-01,8.049217E-14,BRL
1960-05-01,8.049217E-14,BRL
1960-06-01,8.049217E-14,BRL
1960-07-01,8.049217E-14,BRL
1960-08-01,8.049217E-14,BRL
1960-09-01,8.049217E-14,BRL
1960-10-01,8.049217E-14,BRL
1960-11-01,8.049217E-14,BRL
1960-12-01,8.438696E-14,BRL
1961-01-01,9.174377E-14,BRL
1961-02-01,9.52058E-14,BRL
1961-03-01,1.086212E-13,BRL
1961-04-01,1.224693E-13,BRL
1961-05-01,1.164107E-13,BRL
1961-06-01,1.133815E-13,BRL
1961-07-01,1.14247E-13,BRL
1961-08-01,1.17709E-13,BRL
1961-09-01,1.263641E-13,BRL
1961-10-01,1.302588E-13,BRL
1961-11-01,1.328554E-13,BRL
1961-12-01,1.328554E-13,BRL
1962-01-01,1.376157E-13,BRL
1962-02-01,1.376157E-13,BRL
1962-03-01,1.376157E-13,BRL
1962-04-01,1.376157E-13,BRL
1962-05-01,1.445397E-13,BRL
1962-06-01,1.553586E-13,BRL
1962-07-01,1.588206E-13,BRL
1962-08-01,1.696394E-13,BRL
1962-09-01,2.176751E-13,BRL
1962-10-01,2.05558E-13,BRL
1962-11-01,2.05558E-13,BRL
1962-12-01,2.05558E-13,BRL
1963-01-01,2.05558E-13,BRL
1963-02-01,2.05558E-13,BRL
1963-03-01,2.05558E-13,BRL
1963-04-01,2.233009E-13,BRL
1963-05-01,2.683072E-13,BRL
1963-06-01,2.683072E-13,BRL
1963-07-01,2.683072E-13,BRL
1963-08-01,2.683072E-13,BRL
1963-09-01,2.683072E-13,BRL
1963-10-01,2.683072E-13,BRL
1963-11-01,2.683072E-13,BRL
